project,sample_number,year,month,nafo_div,project_code,archive_lsm_number,length,sex,maturity,weight,stomach_fullness,age,fecundity,gonad
10,239,1979,10,31,10,1979239.12,142,1,2,,,2,,
10,239,1979,10,31,10,1979239.124,134,1,2,,,2,,
10,239,1979,10,31,10,1979239.129,130,2,2,,,2,,
10,239,1979,10,31,10,1979239.142,138,2,2,,,2,,
10,239,1979,10,31,10,1979239.152,123,1,1,,,1,,
10,239,1979,10,31,10,1979239.153,162,1,2,,,2,,
10,239,1979,10,31,10,1979239.154,185,2,2,,,4,,
10,239,1979,10,31,10,1979239.157,159,1,2,,,2,,
10,239,1979,10,31,10,1979239.165,160,1,2,,,2,,
10,240,1979,10,31,10,1979240.001,182,2,2,,,5,,
10,240,1979,10,31,10,1979240.002,186,2,2,,,6,,
10,240,1979,10,31,10,1979240.003,202,2,2,,,6,,
10,240,1979,10,31,10,1979240.004,184,1,2,,,2,,
10,240,1979,10,31,10,1979240.005,184,1,2,,,3,,
10,240,1979,10,31,10,1979240.006,155,1,2,,,2,,
10,240,1979,10,31,10,1979240.007,159,2,2,,,2,,
10,240,1979,10,31,10,1979240.008,167,2,2,,,2,,
10,240,1979,10,31,10,1979240.009,158,1,2,,,2,,
10,240,1979,10,31,10,1979240.01,189,2,2,,,6,,
10,241,1979,10,31,10,1979241.002,103,2,1,,,1,,
10,241,1979,10,31,10,1979241.003,103,1,1,,,1,,
10,241,1979,10,31,10,1979241.004,106,1,1,,,1,,
10,241,1979,10,31,10,1979241.005,98,2,1,,,1,,
10,241,1979,10,31,10,1979241.006,89,1,1,,,1,,
10,241,1979,10,31,10,1979241.007,105,1,1,,,1,,
10,241,1979,10,31,10,1979241.008,93,2,1,,,1,,
10,241,1979,10,31,10,1979241.015,137,2,1,,,2,,
10,241,1979,10,31,10,1979241.02,90,1,1,,,1,,
10,241,1979,10,31,10,1979241.021,129,2,2,,,1,,
10,241,1979,10,31,10,1979241.028,142,1,2,,,2,,
10,241,1979,10,31,10,1979241.033,149,2,2,,,2,,
10,241,1979,10,31,10,1979241.039,114,2,1,,,1,,
10,241,1979,10,31,10,1979241.041,91,1,1,,,1,,
10,241,1979,10,31,10,1979241.043,112,2,1,,,1,,
10,241,1979,10,31,10,1979241.048,104,1,1,,,1,,
10,241,1979,10,31,10,1979241.052,107,2,1,,,1,,
10,241,1979,10,31,10,1979241.056,94,2,1,,,1,,
10,241,1979,10,31,10,1979241.058,120,1,1,,,1,,
10,241,1979,10,31,10,1979241.065,101,2,1,,,1,,
10,241,1979,10,31,10,1979241.077,109,2,1,,,1,,
10,241,1979,10,31,10,1979241.09,139,1,2,,,2,,
10,241,1979,10,31,10,1979241.092,89,1,1,,,1,,
10,241,1979,10,31,10,1979241.094,133,1,2,,,2,,
10,241,1979,10,31,10,1979241.096,114,1,1,,,1,,
10,241,1979,10,31,10,1979241.1,117,1,1,,,1,,
10,241,1979,10,31,10,1979241.108,142,1,2,,,2,,
10,241,1979,10,31,10,1979241.114,115,1,1,,,1,,
10,241,1979,10,31,10,1979241.116,137,2,2,,,2,,
10,241,1979,10,31,10,1979241.121,120,2,1,,,1,,
10,241,1979,10,31,10,1979241.123,114,1,1,,,1,,
10,241,1979,10,31,10,1979241.125,117,2,1,,,1,,
10,241,1979,10,31,10,1979241.132,82,2,1,,,1,,
10,241,1979,10,31,10,1979241.14,89,2,1,,,1,,
10,241,1979,10,31,10,1979241.148,98,1,1,,,1,,
10,241,1979,10,31,10,1979241.149,115,2,1,,,1,,
10,241,1979,10,31,10,1979241.153,96,2,1,,,1,,
10,241,1979,10,31,10,1979241.162,167,1,2,,,2,,
10,241,1979,10,31,10,1979241.165,124,1,1,,,1,,
10,241,1979,10,31,10,1979241.167,93,1,1,,,1,,
10,241,1979,10,31,10,1979241.177,136,1,2,,,2,,
10,241,1979,10,31,10,1979241.194,133,1,2,,,2,,
10,241,1979,10,31,10,1979241.2,130,2,2,,,2,,
10,242,1979,10,23,10,1979242.001,152,2,2,,,2,,
10,242,1979,10,23,10,1979242.002,147,1,2,,,2,,
10,242,1979,10,23,10,1979242.003,105,1,1,,,1,,
10,242,1979,10,23,10,1979242.004,121,1,2,,,1,,
10,242,1979,10,23,10,1979242.005,161,1,2,,,2,,
10,242,1979,10,23,10,1979242.006,134,1,2,,,2,,
10,242,1979,10,23,10,1979242.007,159,1,2,,,2,,
10,242,1979,10,23,10,1979242.008,168,1,2,,,2,,
10,242,1979,10,23,10,1979242.009,187,1,2,,,4,,
10,242,1979,10,23,10,1979242.01,174,2,2,,,4,,
10,242,1979,10,23,10,1979242.011,148,1,2,,,2,,
10,242,1979,10,23,10,1979242.012,162,2,2,,,2,,
10,242,1979,10,23,10,1979242.013,167,1,2,,,2,,
10,242,1979,10,23,10,1979242.014,105,1,1,,,1,,
10,242,1979,10,23,10,1979242.015,132,2,2,,,2,,
10,242,1979,10,23,10,1979242.016,152,2,2,,,2,,
10,242,1979,10,23,10,1979242.017,159,2,2,,,2,,
10,242,1979,10,23,10,1979242.018,136,1,2,,,2,,
10,242,1979,10,23,10,1979242.019,134,1,2,,,2,,
10,242,1979,10,23,10,1979242.02,138,2,2,,,2,,
10,242,1979,10,23,10,1979242.022,120,2,2,,,1,,
10,242,1979,10,23,10,1979242.023,175,2,2,,,3,,
10,242,1979,10,23,10,1979242.024,143,2,2,,,2,,
10,242,1979,10,23,10,1979242.025,172,1,2,,,3,,
10,242,1979,10,23,10,1979242.028,139,1,2,,,2,,
10,242,1979,10,23,10,1979242.031,170,2,2,,,3,,
10,242,1979,10,23,10,1979242.033,148,2,2,,,2,,
10,242,1979,10,23,10,1979242.037,137,2,2,,,2,,
10,242,1979,10,23,10,1979242.038,133,2,2,,,2,,
10,242,1979,10,23,10,1979242.041,143,2,2,,,2,,
10,242,1979,10,23,10,1979242.045,156,1,2,,,3,,
10,242,1979,10,23,10,1979242.046,154,1,2,,,2,,
10,242,1979,10,23,10,1979242.047,162,1,2,,,2,,
10,242,1979,10,23,10,1979242.048,163,2,2,,,2,,
10,242,1979,10,23,10,1979242.049,151,1,2,,,2,,
10,242,1979,10,23,10,1979242.05,147,2,2,,,2,,
10,242,1979,10,23,10,1979242.053,165,2,2,,,2,,
10,242,1979,10,23,10,1979242.058,177,2,2,,,2,,
10,242,1979,10,23,10,1979242.073,110,1,1,,,1,,
10,242,1979,10,23,10,1979242.074,102,1,1,,,1,,
10,242,1979,10,23,10,1979242.075,112,1,1,,,1,,
10,242,1979,10,23,10,1979242.076,102,1,1,,,1,,
10,242,1979,10,23,10,1979242.079,105,2,1,,,1,,
10,242,1979,10,23,10,1979242.08,123,2,2,,,1,,
10,242,1979,10,23,10,1979242.082,96,2,1,,,1,,
10,242,1979,10,23,10,1979242.083,116,1,1,,,1,,
10,242,1979,10,23,10,1979242.084,174,1,2,,,2,,
10,242,1979,10,23,10,1979242.1,155,2,2,,,2,,
10,242,1979,10,23,10,1979242.117,127,2,2,,,1,,
10,242,1979,10,23,10,1979242.119,112,1,2,,,1,,
10,242,1979,10,23,10,1979242.122,182,1,2,,,2,,
10,242,1979,10,23,10,1979242.129,143,1,2,,,2,,
10,242,1979,10,23,10,1979242.133,125,1,2,,,1,,
10,242,1979,10,23,10,1979242.134,118,1,1,,,1,,
10,242,1979,10,23,10,1979242.135,144,1,2,,,2,,
10,242,1979,10,23,10,1979242.141,185,1,2,,,3,,
10,242,1979,10,23,10,1979242.145,177,1,2,,,2,,
10,242,1979,10,23,10,1979242.152,167,2,2,,,2,,
10,242,1979,10,23,10,1979242.157,109,2,1,,,1,,
10,242,1979,10,23,10,1979242.158,185,2,2,,,5,,
10,242,1979,10,23,10,1979242.16,112,2,1,,,1,,
10,242,1979,10,23,10,1979242.17,117,2,1,,,1,,
10,242,1979,10,23,10,1979242.171,121,1,1,,,1,,
10,242,1979,10,23,10,1979242.177,184,2,2,,,4,,
10,242,1979,10,23,10,1979242.183,126,2,2,,,1,,
10,242,1979,10,23,10,1979242.196,126,1,2,,,1,,
10,243,1979,10,23,10,1979243.001,181,2,2,,,6,,
10,243,1979,10,23,10,1979243.002,137,2,2,,,2,,
10,243,1979,10,23,10,1979243.004,121,2,1,,,1,,
10,243,1979,10,23,10,1979243.005,178,2,2,,,3,,
10,243,1979,10,23,10,1979243.006,123,2,2,,,1,,
10,243,1979,10,23,10,1979243.007,182,2,6,,,5,,
10,243,1979,10,23,10,1979243.008,152,2,2,,,2,,
10,243,1979,10,23,10,1979243.013,120,1,1,,,1,,
10,243,1979,10,23,10,1979243.014,130,1,2,,,1,,
10,243,1979,10,23,10,1979243.018,128,2,2,,,1,,
10,243,1979,10,23,10,1979243.02,132,1,1,,,2,,
10,243,1979,10,23,10,1979243.026,125,1,1,,,1,,
10,243,1979,10,23,10,1979243.027,126,2,1,,,1,,
10,243,1979,10,23,10,1979243.031,139,2,2,,,2,,
10,243,1979,10,23,10,1979243.032,136,1,2,,,2,,
10,243,1979,10,23,10,1979243.033,131,2,2,,,1,,
10,243,1979,10,23,10,1979243.035,128,1,1,,,1,,
10,243,1979,10,23,10,1979243.037,140,1,2,,,2,,
10,243,1979,10,23,10,1979243.039,143,1,2,,,2,,
10,243,1979,10,23,10,1979243.042,123,1,1,,,1,,
10,243,1979,10,23,10,1979243.043,154,2,2,,,2,,
10,243,1979,10,23,10,1979243.045,136,1,2,,,1,,
10,243,1979,10,23,10,1979243.053,143,2,2,,,2,,
10,243,1979,10,23,10,1979243.057,112,2,1,,,1,,
10,243,1979,10,23,10,1979243.06,115,1,1,,,1,,
10,243,1979,10,23,10,1979243.061,159,2,2,,,2,,
10,243,1979,10,23,10,1979243.062,148,2,2,,,2,,
10,243,1979,10,23,10,1979243.063,133,2,2,,,1,,
10,243,1979,10,23,10,1979243.065,147,2,2,,,2,,
10,243,1979,10,23,10,1979243.069,116,1,1,,,1,,
10,243,1979,10,23,10,1979243.07,188,2,2,,,5,,
10,243,1979,10,23,10,1979243.075,149,1,2,,,2,,
10,243,1979,10,23,10,1979243.076,119,2,2,,,1,,
10,243,1979,10,23,10,1979243.078,176,1,2,,,2,,
10,243,1979,10,23,10,1979243.079,161,1,2,,,2,,
10,243,1979,10,23,10,1979243.08,112,2,1,,,1,,
10,243,1979,10,23,10,1979243.083,114,1,1,,,1,,
10,243,1979,10,23,10,1979243.087,167,2,2,,,2,,
10,243,1979,10,23,10,1979243.106,175,1,2,,,2,,
10,243,1979,10,23,10,1979243.111,205,2,2,,,7,,
10,243,1979,10,23,10,1979243.113,189,2,2,,,6,,
10,243,1979,10,23,10,1979243.114,180,1,2,,,3,,
10,243,1979,10,23,10,1979243.115,181,1,2,,,2,,
10,243,1979,10,23,10,1979243.116,150,1,2,,,2,,
10,243,1979,10,23,10,1979243.117,156,2,2,,,2,,
10,243,1979,10,23,10,1979243.118,175,2,2,,,2,,
10,243,1979,10,23,10,1979243.119,143,2,2,,,2,,
10,243,1979,10,23,10,1979243.171,161,2,2,,,2,,
10,244,1979,11,23,10,1979244.003,100,2,1,,,1,,
10,244,1979,11,23,10,1979244.005,105,2,1,,,1,,
10,244,1979,11,23,10,1979244.007,95,1,1,,,1,,
10,244,1979,11,23,10,1979244.008,97,2,1,,,1,,
10,244,1979,11,23,10,1979244.01,85,2,1,,,1,,
10,244,1979,11,23,10,1979244.012,105,2,1,,,1,,
10,244,1979,11,23,10,1979244.013,98,2,1,,,1,,
10,244,1979,11,23,10,1979244.016,104,1,1,,,1,,
10,244,1979,11,23,10,1979244.019,111,2,1,,,1,,
10,244,1979,11,23,10,1979244.021,104,1,1,,,1,,
10,244,1979,11,23,10,1979244.022,99,1,1,,,1,,
10,244,1979,11,23,10,1979244.023,90,2,1,,,1,,
10,244,1979,11,23,10,1979244.024,82,1,1,,,1,,
10,244,1979,11,23,10,1979244.028,91,1,1,,,1,,
10,244,1979,11,23,10,1979244.029,133,1,2,,,2,,
10,244,1979,11,23,10,1979244.03,125,1,2,,,1,,
10,244,1979,11,23,10,1979244.032,111,1,1,,,1,,
10,244,1979,11,23,10,1979244.033,129,2,2,,,1,,
10,244,1979,11,23,10,1979244.034,144,1,2,,,2,,
10,244,1979,11,23,10,1979244.035,142,2,2,,,2,,
10,244,1979,11,23,10,1979244.036,118,1,1,,,1,,
10,244,1979,11,23,10,1979244.037,110,1,1,,,1,,
10,244,1979,11,23,10,1979244.038,109,1,1,,,1,,
10,244,1979,11,23,10,1979244.039,127,1,2,,,1,,
10,244,1979,11,23,10,1979244.04,110,2,1,,,1,,
10,244,1979,11,23,10,1979244.049,135,2,2,,,2,,
10,244,1979,11,23,10,1979244.052,88,1,1,,,1,,
10,244,1979,11,23,10,1979244.054,82,2,1,,,1,,
10,244,1979,11,23,10,1979244.055,81,2,1,,,1,,
10,244,1979,11,23,10,1979244.058,78,3,1,,,1,,
10,244,1979,11,23,10,1979244.059,88,1,1,,,1,,
10,244,1979,11,23,10,1979244.061,122,1,2,,,1,,
10,244,1979,11,23,10,1979244.064,148,2,2,,,2,,
10,244,1979,11,23,10,1979244.073,115,2,1,,,1,,
10,244,1979,11,23,10,1979244.091,104,2,1,,,1,,
10,244,1979,11,23,10,1979244.092,119,2,2,,,1,,
10,244,1979,11,23,10,1979244.093,118,1,1,,,1,,
10,244,1979,11,23,10,1979244.094,105,1,1,,,1,,
10,244,1979,11,23,10,1979244.097,84,1,1,,,1,,
10,244,1979,11,23,10,1979244.099,125,2,2,,,1,,
10,244,1979,11,23,10,1979244.1,91,2,1,,,1,,
10,244,1979,11,23,10,1979244.112,121,1,1,,,1,,
10,244,1979,11,23,10,1979244.115,93,1,1,,,1,,
10,244,1979,11,23,10,1979244.122,138,1,2,,,2,,
10,244,1979,11,23,10,1979244.171,154,1,2,,,2,,
10,244,1979,11,23,10,1979244.176,122,2,2,,,1,,
10,245,1979,11,31,10,1979245.001,151,2,2,,,2,,
10,245,1979,11,31,10,1979245.006,140,2,2,,,2,,
10,245,1979,11,31,10,1979245.007,143,1,2,,,2,,
10,245,1979,11,31,10,1979245.01,157,1,2,,,2,,
10,245,1979,11,31,10,1979245.011,135,2,2,,,2,,
10,245,1979,11,31,10,1979245.013,138,2,2,,,2,,
10,245,1979,11,31,10,1979245.016,124,1,2,,,2,,
10,245,1979,11,31,10,1979245.017,148,2,2,,,2,,
10,245,1979,11,31,10,1979245.023,133,1,2,,,2,,
10,245,1979,11,31,10,1979245.024,130,1,2,,,2,,
10,245,1979,11,31,10,1979245.025,152,1,2,,,2,,
10,245,1979,11,31,10,1979245.027,132,2,2,,,1,,
10,245,1979,11,31,10,1979245.033,125,2,2,,,2,,
10,245,1979,11,31,10,1979245.034,133,2,2,,,2,,
10,245,1979,11,31,10,1979245.035,117,1,2,,,1,,
10,245,1979,11,31,10,1979245.037,129,2,2,,,2,,
10,245,1979,11,31,10,1979245.043,163,1,2,,,2,,
10,245,1979,11,31,10,1979245.047,124,2,2,,,2,,
10,245,1979,11,31,10,1979245.049,110,2,1,,,1,,
10,245,1979,11,31,10,1979245.056,121,2,2,,,2,,
10,245,1979,11,31,10,1979245.061,154,1,2,,,2,,
10,245,1979,11,31,10,1979245.063,138,1,2,,,1,,
10,245,1979,11,31,10,1979245.064,147,2,2,,,2,,
10,245,1979,11,31,10,1979245.065,144,1,2,,,2,,
10,245,1979,11,31,10,1979245.07,129,1,2,,,2,,
10,245,1979,11,31,10,1979245.073,148,1,2,,,2,,
10,245,1979,11,31,10,1979245.074,129,1,2,,,2,,
10,245,1979,11,31,10,1979245.079,140,2,2,,,2,,
10,245,1979,11,31,10,1979245.084,113,2,1,,,1,,
10,245,1979,11,31,10,1979245.088,135,1,2,,,2,,
10,245,1979,11,31,10,1979245.112,119,2,1,,,2,,
10,245,1979,11,31,10,1979245.113,113,1,1,,,1,,
10,245,1979,11,31,10,1979245.114,116,1,1,,,2,,
10,245,1979,11,31,10,1979245.115,155,1,2,,,2,,
10,245,1979,11,31,10,1979245.116,177,1,2,,,2,,
10,245,1979,11,31,10,1979245.122,122,1,2,,,2,,
10,245,1979,11,31,10,1979245.132,150,2,2,,,2,,
10,245,1979,11,31,10,1979245.137,162,2,2,,,2,,
10,245,1979,11,31,10,1979245.138,157,2,2,,,2,,
10,245,1979,11,31,10,1979245.139,165,2,2,,,4,,
10,245,1979,11,31,10,1979245.148,117,1,1,,,1,,
10,245,1979,11,31,10,1979245.155,183,2,2,,,6,,
10,245,1979,11,31,10,1979245.184,163,1,2,,,2,,
10,245,1979,11,31,10,1979245.198,146,1,2,,,2,,
10,246,1979,10,31,10,1979246.001,200,2,2,46.7,0,5,,0.3
10,246,1979,10,31,10,1979246.002,188,1,2,42.5,0,2,,0.3
10,246,1979,10,31,10,1979246.003,192,2,2,36.7,0,5,,0.3
10,246,1979,10,31,10,1979246.004,198,2,2,42.9,0,6,,0.5
10,246,1979,10,31,10,1979246.005,196,2,2,36.4,0,6,,0.4
10,246,1979,10,31,10,1979246.006,185,1,2,34.1,0,2,,0.2
10,246,1979,10,31,10,1979246.007,182,2,2,30.8,0,4,,0.3
10,246,1979,10,31,10,1979246.008,184,2,2,27,0,5,,0.3
10,246,1979,10,31,10,1979246.009,161,1,2,15.3,0,2,,0.1
10,246,1979,10,31,10,1979246.01,155,2,2,13.1,0,2,,0.2
10,246,1979,10,31,10,1979246.011,146,1,2,13.1,0,2,,0.1
10,246,1979,10,31,10,1979246.012,151,2,2,13.2,0,2,,0.1
10,246,1979,10,31,10,1979246.013,147,2,2,14.4,0,2,,0.2
10,246,1979,10,31,10,1979246.014,138,2,2,8.4,0,2,,0.2
10,246,1979,10,31,10,1979246.015,125,2,1,6.5,0,1,,0.1
10,247,1979,11,23,10,1979247.001,237,2,2,75.6,1,6,,0.3
10,247,1979,11,23,10,1979247.002,237,2,2,80.6,0,7,,0.3
10,247,1979,11,23,10,1979247.003,228,1,2,61.1,0,5,,0.6
10,247,1979,11,23,10,1979247.004,198,1,2,50.2,0,3,,0.6
10,247,1979,11,23,10,1979247.005,187,1,2,42.4,0,3,,0.5
10,247,1979,11,23,10,1979247.006,190,1,2,48.7,0,3,,0.3
10,247,1979,11,23,10,1979247.007,184,1,2,39.8,0,2,,0.5
10,247,1979,11,23,10,1979247.008,183,2,2,33,0,3,,0.6
10,247,1979,11,23,10,1979247.009,176,1,2,32.4,0,2,,0.3
10,247,1979,11,23,10,1979247.01,183,1,2,41.5,0,2,,0.3
10,247,1979,11,23,10,1979247.011,184,1,2,41.2,1,2,,0.4
10,247,1979,11,23,10,1979247.012,186,2,2,35.9,0,5,,0.4
10,247,1979,11,23,10,1979247.013,183,2,2,34.2,0,5,,0.4
10,247,1979,11,23,10,1979247.014,180,1,2,34.9,0,2,,0.4
10,247,1979,11,23,10,1979247.015,173,1,2,29.5,0,2,,0.2
10,247,1979,11,23,10,1979247.016,159,2,2,22.2,0,2,,0.3
10,273,1980,10,31,10,1980273.001,142,1,2,,0,2,,
10,273,1980,10,31,10,1980273.005,126,2,1,,0,1,,
10,273,1980,10,31,10,1980273.006,164,1,2,,0,3,,
10,273,1980,10,31,10,1980273.007,181,2,2,,0,2,,
10,273,1980,10,31,10,1980273.009,131,2,2,,1,2,,
10,273,1980,10,31,10,1980273.013,146,1,2,,0,2,,
10,273,1980,10,31,10,1980273.014,141,1,2,,0,2,,
10,273,1980,10,31,10,1980273.028,146,2,2,,1,2,,
10,273,1980,10,31,10,1980273.03,171,1,2,,0,3,,
10,273,1980,10,31,10,1980273.033,148,2,2,,0,3,,
10,273,1980,10,31,10,1980273.035,128,2,2,,1,2,,
10,273,1980,10,31,10,1980273.036,161,2,2,,0,2,,
10,273,1980,10,31,10,1980273.046,157,1,2,,1,3,,
10,273,1980,10,31,10,1980273.049,161,2,2,,0,3,,
10,273,1980,10,31,10,1980273.052,172,1,2,,0,2,,
10,273,1980,10,31,10,1980273.053,171,2,2,,0,3,,
10,273,1980,10,31,10,1980273.056,166,2,2,,1,3,,
10,273,1980,10,31,10,1980273.057,157,2,2,,1,2,,
10,273,1980,10,31,10,1980273.058,144,2,2,,0,2,,
10,273,1980,10,31,10,1980273.061,181,2,2,,0,4,,
10,273,1980,10,31,10,1980273.067,177,2,2,,0,2,,
10,273,1980,10,31,10,1980273.068,177,2,2,,0,3,,
10,273,1980,10,31,10,1980273.071,179,1,2,,0,3,,
10,273,1980,10,31,10,1980273.073,186,2,2,,0,4,,
10,273,1980,10,31,10,1980273.076,162,1,2,,0,2,,
10,273,1980,10,31,10,1980273.077,187,1,2,,0,4,,
10,273,1980,10,31,10,1980273.079,157,2,2,,0,3,,
10,273,1980,10,31,10,1980273.08,196,1,2,,0,4,,
10,273,1980,10,31,10,1980273.082,170,2,2,,0,4,,
10,273,1980,10,31,10,1980273.084,198,2,6,,1,4,,
10,273,1980,10,31,10,1980273.087,158,1,2,,0,2,,
10,273,1980,10,31,10,1980273.09,166,2,2,,0,2,,
10,273,1980,10,31,10,1980273.102,144,2,2,,1,2,,
10,273,1980,10,31,10,1980273.103,151,2,2,,0,3,,
10,273,1980,10,31,10,1980273.109,154,2,2,,1,2,,
10,273,1980,10,31,10,1980273.112,167,1,2,,0,2,,
10,273,1980,10,31,10,1980273.117,177,1,2,,1,3,,
10,273,1980,10,31,10,1980273.123,197,2,2,,0,5,,
10,273,1980,10,31,10,1980273.128,186,2,2,,1,5,,
10,273,1980,10,31,10,1980273.131,169,1,2,,0,2,,
10,273,1980,10,31,10,1980273.14,187,1,2,,0,3,,
10,273,1980,10,31,10,1980273.142,183,1,2,,0,3,,
10,273,1980,10,31,10,1980273.144,184,1,2,,0,3,,
10,273,1980,10,31,10,1980273.146,192,2,2,,0,5,,
10,274,1980,10,31,10,1980274.001,147,1,2,,0,2,,
10,274,1980,10,31,10,1980274.002,143,2,2,,0,2,,
10,274,1980,10,31,10,1980274.008,133,2,2,,0,2,,
10,274,1980,10,31,10,1980274.012,128,2,2,,0,1,,
10,274,1980,10,31,10,1980274.016,151,2,2,,0,2,,
10,274,1980,10,31,10,1980274.021,169,1,2,,0,2,,
10,274,1980,10,31,10,1980274.025,169,2,2,,0,3,,
10,274,1980,10,31,10,1980274.026,131,1,2,,0,2,,
10,274,1980,10,31,10,1980274.03,175,1,2,,0,2,,
10,274,1980,10,31,10,1980274.032,147,2,2,,1,2,,
10,274,1980,10,31,10,1980274.033,158,2,2,,0,2,,
10,274,1980,10,31,10,1980274.036,158,2,2,,0,2,,
10,274,1980,10,31,10,1980274.041,136,2,2,,0,2,,
10,274,1980,10,31,10,1980274.043,143,1,2,,1,2,,
10,274,1980,10,31,10,1980274.045,180,1,2,,0,2,,
10,274,1980,10,31,10,1980274.048,163,2,2,,0,3,,
10,274,1980,10,31,10,1980274.052,173,2,2,,0,3,,
10,274,1980,10,31,10,1980274.055,157,1,2,,0,2,,
10,274,1980,10,31,10,1980274.058,175,2,2,,0,4,,
10,274,1980,10,31,10,1980274.059,143,1,2,,0,2,,
10,274,1980,10,31,10,1980274.06,189,2,2,,0,2,,
10,274,1980,10,31,10,1980274.062,160,1,2,,0,2,,
10,274,1980,10,31,10,1980274.064,184,2,2,,0,3,,
10,274,1980,10,31,10,1980274.065,133,2,2,,0,2,,
10,274,1980,10,31,10,1980274.066,127,1,2,,0,2,,
10,274,1980,10,31,10,1980274.068,143,2,2,,0,3,,
10,274,1980,10,31,10,1980274.071,151,1,2,,0,2,,
10,274,1980,10,31,10,1980274.074,164,1,2,,0,2,,
10,274,1980,10,31,10,1980274.077,158,1,2,,0,2,,
10,274,1980,10,31,10,1980274.082,150,1,2,,0,2,,
10,274,1980,10,31,10,1980274.084,169,1,2,,0,3,,
10,274,1980,10,31,10,1980274.085,165,2,2,,0,4,,
10,274,1980,10,31,10,1980274.089,162,2,2,,0,3,,
10,274,1980,10,31,10,1980274.092,199,2,2,,0,5,,
10,274,1980,10,31,10,1980274.093,137,1,2,,0,2,,
10,274,1980,10,31,10,1980274.095,129,2,2,,1,2,,
10,274,1980,10,31,10,1980274.098,153,2,2,,0,2,,
10,274,1980,10,31,10,1980274.1,182,1,2,,0,2,,
10,274,1980,10,31,10,1980274.104,190,2,2,,0,3,,
10,274,1980,10,31,10,1980274.105,171,2,2,,0,3,,
10,274,1980,10,31,10,1980274.107,148,1,2,,0,2,,
10,274,1980,10,31,10,1980274.109,146,2,2,,0,2,,
10,274,1980,10,31,10,1980274.111,137,2,2,,0,2,,
10,275,1980,11,23,10,1980275.001,155,2,2,,0,3,,
10,275,1980,11,23,10,1980275.003,150,2,2,,1,2,,
10,275,1980,11,23,10,1980275.004,159,2,2,,1,4,,
10,275,1980,11,23,10,1980275.005,172,2,2,,2,2,,
10,275,1980,11,23,10,1980275.006,136,2,2,,0,2,,
10,275,1980,11,23,10,1980275.007,134,2,2,,1,2,,
10,275,1980,11,23,10,1980275.008,153,1,2,,1,2,,
10,275,1980,11,23,10,1980275.009,139,1,2,,1,2,,
10,275,1980,11,23,10,1980275.011,147,1,2,,0,2,,
10,275,1980,11,23,10,1980275.012,135,1,2,,0,2,,
10,275,1980,11,23,10,1980275.013,154,1,2,,2,2,,
10,275,1980,11,23,10,1980275.014,154,1,2,,0,2,,
10,275,1980,11,23,10,1980275.015,122,2,1,,0,1,,
10,275,1980,11,23,10,1980275.017,123,1,1,,0,2,,
10,275,1980,11,23,10,1980275.018,172,2,2,,0,4,,
10,275,1980,11,23,10,1980275.02,144,2,2,,1,2,,
